Temperature,Humidity,Wind_Speed,General_Diffuse_Flows,Diffuse_Flows,Power_Zone_1,Power_Zone_2,Power_Zone_3,Month,Hour
12.02,72.1,0.087,0.048,0.111,44536.70886,27330.09119,26313.25301,1,19
12.08,71.1,0.09,0.088,0.119,44439.49367,27100.30395,26232.28916,1,19
12.05,70.4,0.083,0.077,0.078,44883.03797,27151.36778,26689.15663,1,20
11.43,71.2,0.095,0.077,0.089,42525.56962,26622.4924,26029.87952,1,21
9.91,76.1,0.089,0.084,0.134,32603.5443,20403.64742,20495.42169,1,23
8.79,78.2,0.083,0.051,0.093,25676.96203,16260.18237,16227.46988,1,1
9.48,73.2,0.085,0.033,0.141,22389.87342,13929.48328,14666.0241,1,3
9.27,74.4,0.082,0.037,0.115,22256.20253,13776.29179,14567.71084,1,3
8.28,82.1,0.088,0.048,0.122,24935.6962,15563.52584,15105.54217,1,6
8.06,83.1,0.084,0.059,0.078,24480.0,15155.0152,14856.86747,1,6
7.73,86.7,0.084,8.69,8.52,25847.08861,16384.19453,11924.81928,1,8
10.84,68.71,0.09,303.5,319.7,32111.39241,18536.17021,16291.08434,1,10
11.25,67.75,0.089,333.9,348.9,31643.5443,18860.79027,16603.37349,1,10
11.85,67.88,0.081,360.9,379.4,29529.11392,19159.87842,16880.96386,1,10
15.7,31.15,0.09,487.6,559.0,34292.65823,21953.79939,16747.95181,1,15
16.09,30.68,0.087,434.3,504.0,34055.6962,21862.61398,16817.3494,1,15
12.35,48.08,0.078,4.564,4.721,44694.68354,27147.72036,25694.45783,1,18
5.611,73.7,0.085,0.062,0.1,28095.18987,17992.70517,17881.44578,1,0
5.636,72.1,0.088,0.07,0.089,23319.49367,14235.86626,14862.6506,1,2
4.451,79.8,0.086,0.07,0.134,22596.4557,13787.23404,14457.83133,1,3
4.385,79.9,0.085,0.088,0.108,22432.40506,13674.16413,14475.18072,1,3
4.172,79.9,0.091,0.073,0.134,22341.26582,13666.8693,14272.77108,1,4
3.541,80.8,0.085,0.055,0.115,22584.3038,13798.17629,14232.28916,1,5
3.784,81.8,0.086,0.066,0.122,23416.70886,14451.06383,14723.85542,1,5
3.919,80.6,0.088,0.026,0.152,24303.79747,15096.65653,15290.60241,1,5
3.706,79.7,0.085,0.099,0.134,23805.56962,15348.32827,13231.80723,1,7
4.018,78.1,0.086,0.062,0.122,22936.70886,14586.01824,11491.08434,1,7
17.55,29.75,0.089,511.5,581.6,35106.83544,21891.79331,16886.74699,1,14
18.3,28.85,0.089,366.7,432.9,33484.55696,21242.55319,16412.53012,1,16
11.04,70.7,0.087,0.04,0.078,40909.36709,26006.07903,24352.77108,1,22
9.27,70.7,0.086,0.066,0.111,32251.13924,20706.38298,19685.78313,1,23
8.49,76.9,0.083,0.084,0.141,28362.53165,18320.97264,17447.71084,1,0
8.3,78.6,0.087,0.037,0.152,26782.78481,17482.06687,16886.74699,1,0
8.06,79.7,0.084,0.081,0.111,25154.43038,15793.31307,15770.60241,1,1
7.73,76.6,0.085,0.073,0.104,23064.3038,14130.09119,14550.36145,1,2
7.06,79.9,0.082,0.055,0.115,22620.75949,14166.56535,14301.68675,1,3
6.539,82.8,0.087,0.073,0.137,25415.6962,15621.8845,14932.04819,1,6
6.355,83.8,0.085,0.088,0.111,25008.60759,15071.12462,14035.66265,1,6
6.236,83.0,0.087,8.68,8.51,25853.16456,16395.13678,11462.16867,1,8
6.0,82.6,0.087,35.06,33.17,26211.64557,16730.69909,11681.92771,1,8
6.826,81.1,0.084,224.6,229.1,30537.72152,17865.04559,15741.68675,1,9
8.74,76.9,0.085,329.2,343.5,33843.03797,18955.6231,16649.63855,1,10
14.04,60.87,0.085,501.7,542.7,36352.40506,20527.65957,18540.72289,1,12
17.36,46.01,0.09,549.6,37.63,35963.5443,21486.93009,17401.44578,1,13
18.37,43.61,0.086,472.9,37.73,35556.4557,22198.17629,16869.39759,1,15
13.17,63.32,0.078,0.029,0.104,45235.44304,27217.02128,26411.56627,1,19
13.13,75.4,0.088,0.062,0.119,43983.79747,27326.44377,26567.71084,1,21
10.76,80.5,0.086,0.037,0.156,39451.13924,24959.27052,24150.36145,1,22
10.46,80.8,0.087,0.07,0.096,36808.10127,23456.53495,22577.3494,1,22
10.52,81.9,0.089,0.048,0.185,33138.22785,20750.15198,20645.78313,1,23
9.33,83.9,0.086,0.077,0.1,29419.74684,18678.41945,17916.14458,1,0
8.56,85.5,0.087,0.062,0.156,23410.63291,14476.59574,15331.08434,1,2
6.958,87.0,0.089,0.106,0.1,23125.06329,14972.64438,11548.91566,1,7
7.29,86.5,0.086,225.0,33.94,31090.63291,20254.10334,14596.62651,1,9
17.36,46.21,0.086,533.8,99.4,36364.55696,22624.92401,17823.61446,1,13
14.96,61.82,0.084,0.329,0.371,43436.96203,26910.6383,25665.54217,1,19
12.93,70.9,0.09,0.062,0.159,39809.62025,24922.79635,24451.08434,1,22
9.5,76.9,0.087,0.062,0.122,24340.25316,15235.25836,15649.15663,1,1
9.97,66.47,0.088,0.044,0.122,22967.08861,14013.37386,14706.50602,1,2
10.69,59.09,0.085,0.073,0.1,22517.46835,13670.51672,14428.91566,1,3
10.7,64.14,0.082,0.055,0.126,22402.02532,13582.97872,13850.60241,1,4
11.62,51.95,0.083,0.066,0.111,23562.53165,14407.29483,14677.59036,1,6
16.57,51.05,4.92,516.7,37.49,34566.07595,21151.36778,17303.13253,1,12
17.36,48.88,4.919,553.2,40.75,34942.78481,20739.20973,17707.95181,1,13
17.45,49.05,4.914,534.3,41.55,35076.4557,20677.20365,17592.28916,1,14
17.39,48.58,4.916,423.1,45.88,32166.07595,20312.46201,16765.3012,1,15
16.26,57.78,4.915,126.1,153.6,33709.36709,20188.44985,18656.38554,1,17
13.33,70.7,4.919,0.062,0.126,41498.73418,24802.43161,25324.33735,1,21
13.48,69.16,4.919,0.051,0.093,40957.97468,24879.02736,25179.75904,1,21
12.12,77.0,4.913,0.062,0.13,33028.86076,20009.72644,21085.3012,1,23
11.6,75.8,4.912,0.059,0.126,30920.50633,18988.44985,19749.39759,1,0
11.23,74.9,4.916,0.04,0.163,27517.97468,16785.41033,18054.93976,1,0
11.58,74.6,4.917,0.055,0.115,26855.6962,16413.37386,17696.38554,1,0
11.06,75.7,4.915,0.077,0.13,23775.18987,14184.80243,16036.62651,1,1
11.61,73.0,4.913,0.095,0.115,22298.73418,13272.94833,15313.73494,1,2
12.1,70.8,4.914,0.04,0.145,21606.07595,12773.25228,14561.92771,1,3
13.27,66.99,4.917,0.062,0.13,21551.39241,12747.72036,14504.09639,1,3
11.56,69.9,4.917,0.051,0.145,21496.70886,12598.17629,14394.21687,1,5
11.33,70.6,4.915,0.033,0.145,21891.64557,12795.13678,14480.96386,1,5
13.59,60.73,4.922,124.8,108.7,22973.16456,12627.35562,12532.04819,1,9
15.08,51.79,4.916,212.2,56.81,26248.10127,14651.67173,14151.3253,1,10
15.5,51.72,4.916,342.0,48.36,28295.6962,15891.79331,14729.63855,1,10
16.06,50.72,4.916,446.1,64.92,29772.1519,16800.0,16111.80723,1,11
17.45,47.85,4.918,561.0,79.3,32190.37975,17711.8541,16886.74699,1,13
17.71,46.68,4.916,562.1,70.1,32299.74684,17358.05471,17187.46988,1,13
17.54,50.41,4.917,582.8,172.1,30671.39241,17343.46505,16395.18072,1,14
17.32,51.87,4.919,539.6,174.9,30908.35443,17146.50456,16192.77108,1,15
16.77,53.97,4.915,340.3,382.7,28945.82278,16249.24012,16296.86747,1,16
16.78,54.31,4.916,239.8,264.4,28806.07595,16161.70213,16140.72289,1,16
16.01,55.27,4.922,0.066,0.119,39584.81013,22924.01216,24670.84337,1,19
15.67,59.35,4.922,0.051,0.104,36565.06329,22139.81763,22860.72289,1,22
16.01,59.48,4.918,0.062,0.085,31181.77215,19189.05775,19408.19277,1,23
16.32,59.85,4.918,0.044,0.137,25014.68354,14947.11246,15944.09639,1,1
16.01,61.65,4.915,0.084,0.078,23605.06329,13944.07295,15140.24096,1,2
16.5,64.92,4.916,0.04,0.156,22086.07595,12970.21277,14452.04819,1,4
16.96,60.88,4.918,0.055,0.115,22152.91139,13415.19757,14388.43373,1,5
17.8,65.35,4.92,222.8,192.3,35210.12658,20600.6079,17638.55422,1,13
18.31,62.55,4.916,206.2,199.1,34845.56962,20545.89666,17170.12048,1,14
18.24,63.42,4.918,148.6,150.2,34231.89873,20615.19757,16620.72289,1,14
17.3,69.59,4.914,23.79,23.99,40684.55696,24674.77204,23976.86747,1,18
16.31,78.3,4.915,2.686,2.833,43673.92405,25896.65653,25283.85542,1,18
16.31,77.2,4.913,0.048,0.152,42938.73418,25696.04863,25596.14458,1,19
17.12,70.5,4.916,0.048,0.133,31376.20253,19203.64742,19396.62651,1,23
16.96,73.2,4.915,0.037,0.133,25385.31646,15636.47416,15944.09639,1,1
16.87,74.4,4.913,0.033,0.126,24218.73418,14779.33131,15325.3012,1,1
16.89,73.8,4.914,0.033,0.152,23811.64557,14378.1155,15122.89157,1,2
15.97,78.5,4.914,0.059,0.104,22128.60759,13448.02432,14157.10843,1,4
15.93,77.6,4.916,0.04,0.167,24473.92405,15067.4772,15093.9759,1,6
16.17,72.6,4.911,0.018,0.122,24996.4557,15001.82371,14694.93976,1,6
15.96,68.32,4.914,83.9,82.2,34857.72152,21020.06079,16707.46988,1,11
15.82,72.0,4.911,119.2,117.7,34869.87342,21330.09119,16886.74699,1,12
15.98,65.35,4.916,87.6,89.8,32731.13924,20316.10942,16476.14458,1,15
15.55,63.08,4.921,143.8,154.1,32433.41772,19564.74164,17146.98795,1,17
15.42,57.38,4.919,80.7,87.9,34973.16456,20979.93921,19095.90361,1,17
14.89,61.92,4.917,0.373,0.486,43285.06329,25517.32523,25717.59036,1,19
14.64,57.74,4.921,0.088,0.108,43175.6962,25572.03647,26081.92771,1,20
12.55,69.59,4.923,0.037,0.152,41401.51899,25265.6535,25573.01205,1,21
12.2,71.9,4.921,0.062,0.1,40769.62025,24941.03343,25017.83133,1,21
11.83,74.4,4.917,0.073,0.134,39864.3038,24620.06079,25035.18072,1,22
11.69,75.2,4.919,0.04,0.13,38880.0,24277.20365,24508.91566,1,22
11.3,68.02,4.921,0.062,0.089,27286.77966,16814.58967,17326.31156,2,0
11.68,63.38,4.923,0.048,0.122,25419.66102,15475.98784,16081.68844,2,1
11.23,62.45,4.917,0.059,0.193,23528.13559,13925.83587,15004.94472,2,2
10.56,61.01,4.921,0.07,0.119,22643.38983,13717.93313,14680.76382,2,5
10.16,60.38,4.922,0.073,0.108,22228.47458,13681.45897,12984.60302,2,7
13.29,40.1,4.922,565.0,614.2,34370.84746,21122.18845,16996.34171,2,14
13.37,37.4,4.921,543.4,601.0,34236.61017,20917.93313,16921.08543,2,14
13.45,41.3,4.915,182.6,221.4,33522.71186,19929.48328,17291.57789,2,17
12.82,46.61,4.923,82.6,105.3,40612.88136,24350.15198,23943.07538,2,18
11.78,54.95,4.917,6.313,6.464,43663.72881,25517.32523,25176.1206,2,18
10.94,57.15,4.92,0.066,0.096,43242.71186,25469.90881,25234.01005,2,19
10.57,55.18,4.914,0.044,0.13,43053.55932,25294.83283,25482.93467,2,20
9.73,59.96,4.916,0.051,0.119,35194.57627,21220.66869,21320.68342,2,23
8.42,64.9,4.917,0.077,0.082,29800.67797,18149.54407,18142.55276,2,0
8.47,64.9,4.915,0.048,0.108,29050.16949,17843.16109,17737.32663,2,0
8.28,65.04,4.918,0.037,0.159,27726.10169,16796.35258,16909.50754,2,0
8.18,66.31,4.92,0.091,0.115,27225.76271,16555.6231,16585.32663,2,0
7.22,75.4,4.916,0.048,0.096,24138.30508,14710.0304,14860.22111,2,6
8.18,73.4,4.915,4.063,3.976,24242.0339,15074.77204,11253.70854,2,8
8.19,75.4,4.913,60.03,61.18,26780.33898,16745.28875,12718.31156,2,9
12.25,60.6,4.916,421.4,443.3,32857.62712,20308.81459,15491.21608,2,10
13.58,50.72,4.917,86.0,85.5,34816.27119,21647.41641,16932.66332,2,15
13.6,49.92,4.916,89.9,91.8,34187.79661,20808.51064,16938.45226,2,16
13.91,48.58,4.915,55.73,61.37,39337.62712,23069.90881,23109.46734,2,17
13.63,50.7,4.922,0.095,0.089,43413.55932,25783.58663,26206.55276,2,19
13.23,53.91,4.921,0.077,0.089,43389.15254,25510.0304,26166.03015,2,20
13.2,54.27,4.919,0.066,0.082,42901.01695,25309.42249,25853.42714,2,20
13.98,53.34,4.913,0.073,0.093,30185.08475,18412.15805,18895.11558,2,0
13.95,56.17,4.919,0.084,0.119,23717.28814,14097.26444,15062.83417,2,2
13.52,62.08,4.921,0.055,0.096,22863.05085,13094.22492,14449.20603,2,4
12.69,73.9,4.919,0.187,0.137,22435.9322,14031.61094,10373.78894,2,8
14.17,62.19,4.914,176.1,178.7,27964.0678,17514.89362,12886.19095,2,9
14.29,66.54,4.914,169.9,174.7,34029.15254,21381.15502,16122.21106,2,11
14.94,62.5,0.082,632.0,687.4,33229.83051,20403.64742,15798.03015,2,13
14.96,57.21,0.085,60.28,59.85,31588.47458,19601.21581,15028.1005,2,15
14.51,65.35,0.079,37.53,38.71,32631.86441,19911.2462,16822.67337,2,17
14.34,59.85,0.08,0.066,0.07,41400.0,24641.94529,25100.86432,2,19
13.22,69.03,0.08,0.059,0.137,38324.74576,22610.33435,24197.78894,2,22
12.64,73.7,0.078,0.081,0.115,27970.16949,16114.28571,17164.22111,2,0
12.82,72.9,0.078,0.048,0.1,25145.08475,14462.00608,15844.34171,2,1
12.05,80.5,0.08,0.095,0.085,23705.08475,13433.43465,14918.11055,2,2
11.88,80.8,0.083,0.077,0.078,23491.52542,13316.71733,14837.06533,2,2
12.86,70.4,0.079,0.055,0.119,23113.22034,13298.48024,14588.1407,2,2
12.49,75.3,0.078,0.059,0.093,22594.57627,12671.12462,14148.1809,2,5
11.41,79.0,0.079,0.11,0.148,24052.88136,13630.39514,14784.96482,2,6
10.68,81.8,0.078,0.07,0.145,21557.28814,12299.08815,12631.47739,2,7
11.23,69.18,0.086,187.9,189.7,33437.28814,18900.91185,16417.44724,2,11
11.91,58.86,0.084,315.9,315.1,34254.91525,18951.97568,17100.54271,2,12
11.78,51.92,0.085,441.9,477.1,33717.9661,19119.75684,18032.56281,2,14
11.48,49.18,0.084,58.19,55.61,31655.59322,18361.09422,16834.25126,2,16
11.9,51.42,0.087,262.6,304.2,31326.10169,17518.54103,16926.87437,2,17
11.81,54.02,0.085,208.9,247.0,31887.45763,18047.41641,17679.43719,2,17
10.34,53.67,0.081,0.176,0.141,41796.61017,23883.28267,25980.78392,2,19
9.01,53.11,0.089,0.084,0.082,36622.37288,22106.99088,24000.96482,2,22
8.18,51.18,0.091,0.07,0.108,24406.77966,14487.53799,16162.73367,2,1
8.2,54.42,0.092,0.051,0.119,22252.88136,12955.6231,14767.59799,2,2
6.523,56.53,0.091,0.033,0.13,18170.84746,10734.3465,10877.42714,2,7
6.726,57.16,0.091,140.1,117.1,21075.25424,11777.5076,11988.90452,2,9
6.511,58.96,0.092,203.9,172.8,22301.69492,12423.1003,12677.78894,2,9
6.539,59.47,0.085,200.7,204.4,22680.0,12879.02736,12961.44724,2,9
8.14,52.39,0.089,348.0,364.6,25511.18644,14578.7234,14426.05025,2,10
9.57,47.08,0.083,554.0,595.8,29605.42373,16635.86626,16649.00503,2,12
11.31,42.64,0.086,594.2,658.5,30197.28814,16887.53799,16782.15075,2,14
11.85,33.72,0.086,445.0,36.88,28800.0,16333.1307,16365.34673,2,15
10.08,49.82,0.085,49.38,60.06,38092.88136,22168.99696,24504.60302,2,18
8.39,54.42,0.085,0.062,0.108,39459.66102,22964.13374,25216.64322,2,20
10.52,44.61,0.082,0.04,0.078,32833.22034,20057.14286,20660.74372,2,23
10.48,45.21,0.082,0.066,0.104,31173.55932,19043.16109,19659.25628,2,23
10.21,46.68,0.082,0.066,0.119,29568.81356,17821.2766,18651.9799,2,0
10.15,50.52,0.086,0.037,0.122,24309.15254,14498.48024,15427.53769,2,1
10.53,47.81,0.087,0.066,0.1,23088.81356,13572.03647,14686.55276,2,2
10.06,50.58,0.085,0.044,0.156,22008.81356,12966.56535,13968.72362,2,3
10.63,45.81,0.084,0.059,0.104,22021.01695,13258.35866,14038.19095,2,5
10.53,47.31,0.084,0.081,0.108,23174.23729,13717.93313,14779.17588,2,5
9.96,53.09,0.082,35.65,20.43,24449.49153,15224.31611,11496.84422,2,8
10.02,53.02,0.085,120.1,66.41,25273.22034,15589.05775,11670.51256,2,8
10.29,52.95,0.086,60.41,42.18,26310.50847,16384.19453,12191.51759,2,9
10.74,53.69,0.087,267.8,188.5,32137.62712,20027.96353,16122.21106,2,11
11.98,48.65,0.088,421.0,169.6,33931.52542,20400.0,16666.37186,2,13
12.13,49.18,0.088,384.4,215.1,33034.57627,20275.98784,16689.52764,2,13
12.67,45.64,0.089,448.7,189.9,32284.0678,20633.43465,16110.63317,2,15
12.58,40.8,0.086,212.3,82.5,31551.86441,19827.35562,15595.41709,2,16
12.47,40.53,0.088,212.6,231.3,31557.9661,18900.91185,16145.36683,2,17
12.18,41.67,0.088,158.1,182.0,33107.79661,19801.82371,17951.51759,2,17
10.38,48.25,0.087,1.329,1.309,42345.76271,24744.07295,25014.03015,2,19
10.06,48.91,0.084,0.059,0.104,41851.52542,25185.41033,25158.75377,2,19
9.06,55.09,0.087,0.059,0.13,42138.30508,24831.61094,25158.75377,2,20
7.9,61.77,0.086,0.051,0.096,36665.08475,21935.56231,22588.46231,2,22
7.74,62.4,0.083,0.073,0.067,35060.33898,20830.39514,21349.62814,2,23
7.64,62.64,0.085,0.044,0.096,32186.44068,19491.79331,20012.38191,2,23
7.14,64.94,0.087,0.033,0.171,27817.62712,17124.62006,17349.46734,2,0
6.281,67.48,0.087,0.07,0.085,23345.08475,13874.77204,15033.88945,2,2
7.03,63.11,0.087,0.066,0.111,23040.0,13575.68389,14634.45226,2,2
6.442,65.74,0.088,0.066,0.126,20764.0678,13061.39818,10350.63317,2,7
8.78,60.33,0.087,128.2,123.5,29404.0678,18182.37082,13766.11055,2,9
10.01,54.89,0.091,169.2,160.5,31802.0339,19444.3769,15080.20101,2,10
10.35,54.42,0.083,182.6,173.3,32345.08475,19692.40122,15074.41206,2,10
11.8,50.42,0.083,343.5,231.0,33687.45763,19867.4772,15774.87437,2,11
11.34,55.16,0.091,80.5,80.6,34010.84746,21165.95745,16498.49246,2,12
10.73,65.84,0.079,197.6,197.6,33418.98305,20772.03647,16405.86935,2,13
9.89,73.2,0.077,34.21,34.6,38666.44068,23409.11854,23317.86935,2,18
9.66,74.5,0.07,10.61,10.57,41882.0339,24806.07903,24747.73869,2,18
9.67,75.3,0.079,1.959,1.974,41882.0339,25170.82067,24730.37186,2,18
9.54,76.9,0.081,0.516,0.549,41692.88136,24802.43161,24782.47236,2,19
9.07,81.4,0.084,0.037,0.093,41180.33898,24671.12462,24846.15075,2,19
8.69,84.4,0.073,0.029,0.174,41229.15254,24718.54103,25170.33166,2,20
8.55,85.3,0.073,0.055,0.137,41448.81356,24795.13678,25118.23116,2,20
8.74,86.9,0.083,0.062,0.178,40063.72881,24258.96657,24203.57789,2,21
8.63,88.4,0.086,0.081,0.152,37861.01695,22781.76292,23121.04523,2,22
8.56,88.6,0.084,0.059,0.174,35591.18644,21745.89666,22003.77889,2,22
8.51,88.8,0.073,0.066,0.163,34688.13559,21293.61702,21627.49749,2,23
7.1,90.2,0.074,0.051,0.171,26371.52542,16351.36778,16290.09045,2,0
7.16,90.6,0.075,0.033,0.178,25035.25424,15351.97568,15410.17085,2,1
6.811,90.2,0.075,0.048,0.178,23778.30508,14392.70517,14744.44221,2,1
6.867,90.3,0.074,0.044,0.156,23698.98305,14272.34043,14634.45226,2,2
6.706,89.8,0.071,0.07,0.119,22332.20339,13539.20973,14235.01508,2,3
6.914,89.5,0.073,0.07,0.141,22106.44068,13232.82675,13997.66834,2,3
7.35,89.1,0.073,0.077,0.16,22179.66102,13057.75076,13760.32161,2,4
7.32,89.4,0.072,0.044,0.137,22082.0339,13178.1155,13824.0,2,4
5.843,90.7,0.082,0.062,0.174,21502.37288,13302.12766,12023.63819,2,7
5.392,90.5,0.079,0.059,0.13,21258.30508,13116.10942,10362.21106,2,7
8.88,87.8,4.917,459.9,247.5,32467.11864,19827.35562,15769.08543,2,11
10.51,87.0,4.92,577.6,323.9,33742.37288,20221.2766,15983.27638,2,11
10.48,76.2,4.917,241.0,243.1,33589.83051,20604.25532,16429.02513,2,14
10.5,76.5,4.916,251.6,246.8,33205.42373,20418.23708,16272.72362,2,14
11.03,75.4,4.914,213.0,138.6,32637.9661,20210.33435,16070.11055,2,15
11.72,73.3,4.916,88.4,89.0,31539.66102,18955.6231,15439.11558,2,16
9.64,86.0,4.917,0.066,0.163,41882.0339,25010.33435,25251.37688,2,19
9.52,86.2,4.92,0.04,0.185,41326.77966,24835.25836,25095.07538,2,19
9.25,86.3,4.918,0.062,0.148,41766.10169,24875.37994,25407.67839,2,20
10.23,88.2,4.92,0.048,0.141,36360.0,22044.9848,22258.49246,2,22
11.88,68.18,4.919,0.048,0.145,24772.88136,14480.24316,15415.9598,2,1
11.37,66.04,4.914,0.051,0.108,22686.10169,13178.1155,14171.33668,2,3
11.39,64.77,4.919,0.084,0.115,22417.62712,13524.62006,14211.8593,2,5
11.16,65.88,4.917,0.048,0.137,24174.91525,14195.74468,14970.21106,2,5
11.22,65.78,4.914,0.048,0.145,25035.25424,14899.69605,15109.14573,2,5
11.39,65.58,4.916,0.059,0.111,20764.0678,12634.65046,10501.14573,2,7
12.45,64.37,4.921,245.1,62.04,28494.91525,17937.99392,13320.36181,2,9
14.58,56.09,4.921,527.0,85.8,33425.08475,20921.58055,16434.81407,2,13
14.56,56.99,4.916,507.4,120.8,32924.74576,20491.18541,15722.77387,2,15
13.61,67.11,4.919,58.05,57.7,32265.76271,20013.37386,15855.9196,2,15
13.71,59.43,4.922,119.7,120.9,31820.33898,19378.7234,15624.36181,2,17
13.58,60.2,4.919,54.11,56.3,38013.55932,22960.48632,22872.1206,2,18
13.43,68.21,4.918,0.062,0.059,34383.05085,21173.25228,20938.61307,2,23
13.42,68.25,4.915,0.029,0.145,33876.61017,20553.19149,20151.31658,2,23
12.81,71.1,4.912,0.088,0.1,24962.0339,14786.62614,15358.07035,2,1
11.83,83.3,4.915,0.081,0.152,21423.05085,13258.35866,10512.72362,2,7
11.58,84.6,4.921,0.52,0.616,23253.55932,14855.92705,10779.01508,2,8
11.72,85.9,4.917,41.49,41.45,27506.44068,19882.06687,14043.9799,2,10
11.95,82.3,4.92,98.4,98.6,29501.69492,20720.97264,15195.9799,2,10
12.02,82.2,4.915,129.4,130.4,29721.35593,20903.34347,15497.00503,2,11
11.72,86.5,4.917,103.6,102.5,30557.28814,20936.17021,16295.8794,2,13
12.08,86.3,4.917,285.8,281.2,32070.50847,21012.76596,16903.71859,2,13
12.81,74.3,4.917,1.976,2.018,43016.94915,25710.6383,25396.1005,2,19
10.01,82.3,4.917,0.099,0.1,39526.77966,23974.46809,24336.72362,2,21
11.18,78.4,4.913,0.051,0.141,34767.45763,21271.73252,21627.49749,2,23
11.9,75.4,4.912,0.04,0.119,33150.50847,20181.15502,20626.01005,2,23
12.28,76.0,4.916,0.07,0.089,25023.05085,15169.60486,16099.05528,2,1
12.41,76.8,4.913,0.055,0.104,22838.64407,13353.19149,14408.68342,2,3
12.31,77.3,4.917,0.055,0.126,22118.64407,13189.05775,14096.0804,2,3
12.15,76.1,4.916,0.029,0.167,22564.0678,13342.24924,14078.71357,2,5
12.07,77.0,4.916,0.037,0.122,24126.10169,14261.39818,14837.06533,2,5
10.11,84.1,4.915,6.266,6.086,22210.16949,13396.96049,10339.05528,2,8
10.14,83.7,4.913,130.4,105.3,25273.22034,15804.25532,12087.31658,2,9
11.15,84.0,4.916,216.7,87.7,27848.13559,16894.83283,13256.68342,2,9
12.44,82.3,4.912,292.2,84.5,29135.59322,17777.5076,13835.57789,2,10
14.35,65.58,0.087,303.1,279.9,32918.64407,19809.11854,16990.55276,2,15
14.4,66.61,0.096,193.8,191.5,33516.61017,19696.04863,16990.55276,2,15
14.44,67.08,0.095,175.5,175.2,33724.0678,19710.6383,16915.29648,2,15
14.28,66.94,0.073,128.3,128.9,33846.10169,19987.84195,17002.13065,2,16
13.12,75.9,0.074,0.081,0.145,43114.57627,25754.40729,25697.12563,2,19
11.41,82.0,0.072,0.044,0.111,37842.71186,22975.07599,24197.78894,2,22
11.49,85.3,0.073,0.04,0.122,33571.52542,20020.66869,21123.8593,2,23
11.56,86.0,0.076,0.044,0.148,30722.0339,18660.18237,19543.47739,2,0
10.98,90.9,0.08,0.062,0.189,21807.45763,12288.1459,14217.64824,2,3
10.75,91.1,0.081,0.051,0.182,21923.38983,12113.06991,14072.92462,2,4
10.82,91.6,0.08,0.091,0.122,22258.98305,12561.70213,14345.00503,2,5
10.76,91.8,0.084,0.055,0.159,23814.91525,13316.71733,14912.32161,2,5
10.7,92.2,0.078,0.051,0.171,20690.84746,11237.68997,11971.53769,2,6
10.74,92.5,0.081,0.168,0.252,19415.59322,10125.22796,9870.150754,2,7
10.77,92.4,0.079,3.056,3.138,19543.72881,10858.35866,10373.78894,2,8
10.96,92.4,0.079,101.8,94.9,24284.74576,13367.78116,13065.64824,2,9
14.51,78.5,0.084,332.2,254.9,30172.88136,16628.57143,15664.88442,2,11
13.93,78.6,0.075,74.3,72.6,31869.15254,17719.14894,16770.57286,2,12
12.88,85.8,0.072,91.1,89.8,32381.69492,18404.86322,17887.8392,2,15
12.9,85.8,0.069,199.6,209.0,32027.79661,18160.48632,17853.10553,2,16
13.32,81.8,0.072,93.1,93.3,34175.59322,19488.1459,19763.45729,2,17
13.28,81.0,0.071,45.23,45.29,36140.33898,20534.95441,22154.29146,2,17
12.78,85.8,0.075,0.904,0.938,42821.69492,24875.37994,26362.85427,2,19
12.54,87.3,0.071,0.073,0.134,43425.76271,25955.0152,26513.36683,2,20
12.46,87.8,0.076,0.044,0.159,40155.25424,25998.78419,26079.19598,2,21
12.01,88.3,0.084,0.048,0.182,38373.55932,25371.42857,25465.56784,2,21
11.6,89.6,0.085,0.055,0.126,37061.69492,23168.38906,22825.80905,2,22
10.36,90.6,0.077,0.059,0.178,27640.67797,17000.6079,17187.37688,2,0
8.9,90.7,0.079,0.051,0.148,23332.88136,13681.45897,14709.70854,2,2
8.82,90.8,0.084,0.095,0.126,23284.0678,13663.22188,14489.72864,2,2
8.41,90.6,0.081,0.077,0.122,22252.88136,13097.87234,14327.63819,2,3
8.34,90.6,0.083,0.04,0.159,22368.81356,13119.75684,14333.42714,2,4
8.44,90.1,0.086,0.055,0.134,22454.23729,13382.37082,14431.8392,2,4
8.57,89.5,0.084,0.051,0.122,24644.74576,14648.02432,13980.30151,2,6
